model,sb,day,time,trial,nEntropy,nnmp,vacuity,dissonance,overall
etcn0,1,1,PM,4,0.3575975385312681,0.4483379400710321,,,0.3740046190365943
etcn0,1,1,PM,5,0.3565871757367256,0.41886358957188,,,0.3745464751125068
etcn0,1,1,PM,6,0.3465282329216449,0.4346355597894706,,,0.3643727072930947
etcn0,1,1,PM,7,0.44098322903971415,0.4953355849682084,,,0.457255191400753
etcn0,1,1,PM,8,0.3814790372050549,0.4405268710973485,,,0.3959899607783252
etcn0,1,1,PM,9,0.6037031870721625,0.6064053181850761,,,0.6074908926749797
etcn0,1,1,PM,10,0.3830062668844325,0.4541135757602598,,,0.39554228749328935
etcn0,1,1,PM,11,0.4591426607076219,0.4953362087037577,,,0.4731588241694449
etcn0,1,1,PM,12,0.4636748848075262,0.5046534244847534,,,0.4724629296445846
etcn0,1,2,AM,1,0.5948558137387686,0.5940859134705286,,,0.5942374806886402
etcn0,1,2,AM,2,0.6046501673319953,0.5711303810107399,,,0.6011249144044327
etcn0,1,2,AM,3,0.5733829567666842,0.5654697325650128,,,0.5769861217877759
etcn0,1,2,AM,4,0.5341954065728635,0.5356359148998574,,,0.5363758409405611
etcn0,1,2,AM,5,0.5742191915077643,0.5686221797428885,,,0.573429568257996
etcn0,1,2,AM,6,0.6012524652273008,0.5833356375182851,,,0.5999321853491908
etcn0,1,2,AM,7,0.6668782101608299,0.6599053272630282,,,0.6664990727699819
etcn0,1,2,AM,8,0.5700527893975844,0.5616094462208411,,,0.5702535364831647
etcn0,1,2,AM,9,0.6283601586837182,0.6208182317816922,,,0.6277500346220084
etcn0,1,2,AM,10,0.5352826015676522,0.528569395889927,,,0.5353417065673078
etcn0,1,2,AM,11,0.5112122723946404,0.5006310325553344,,,0.5107206124325112
etcn0,1,2,AM,12,0.6003652042081391,0.5770162765078424,,,0.5992875848832239
etcn0,1,2,PM,1,0.6243162432175039,0.6005417359665389,,,0.6206821944637213
etcn0,1,2,PM,2,0.5309825305212097,0.5087394381734419,,,0.5268468706147823
etcn0,1,2,PM,3,0.5803556830855079,0.5427096400887096,,,0.5735286399210309
etcn0,1,2,PM,4,0.5276418811092075,0.5140172262985223,,,0.527951797467366
etcn0,1,2,PM,5,0.6140956875208327,0.592531656493217,,,0.6146532573228808
etcn0,1,2,PM,6,0.5422932639824022,0.5359872688332562,,,0.5420861318615783
etcn0,1,2,PM,7,0.6278683216692984,0.5906234561054494,,,0.6217781598295997
etcn0,1,2,PM,8,0.5999881784929367,0.5830755128978619,,,0.6029676620947928
etcn0,1,2,PM,9,0.5095661534208797,0.4943666903922164,,,0.5095950011736267
etcn0,1,2,PM,10,0.5805981643659678,0.5612346160025408,,,0.5806217087413856
etcn0,1,2,PM,11,0.6045655567565374,0.5710191775821217,,,0.6021338759580122
etcn0,1,2,PM,12,0.5013510052457658,0.5034716169995602,,,0.5027711136910017
etcn0,1,3,AM,1,0.5448306279959825,0.5452213748192642,,,0.5412896999715358
etcn0,1,3,AM,2,0.5025826007617186,0.4917308994455793,,,0.5006311688597502
etcn0,1,3,AM,3,0.5070865276371552,0.502048535821822,,,0.5058766097923307
etcn0,1,3,AM,4,0.5204454195373025,0.5197983901859801,,,0.5194803707267558
etcn0,1,3,AM,5,0.4697401975154796,0.4680517803145735,,,0.4690912310642658
etcn0,1,3,AM,6,0.5123314550459339,0.5266693527531723,,,0.5174075017335485
etcn0,1,3,AM,7,0.5322861456603378,0.5434389475712184,,,0.538596252139395
etcn0,1,3,AM,8,0.5198771247103354,0.5170621549757639,,,0.5249623264056127
etcn0,1,3,AM,9,0.5576015102566421,0.5706491722089981,,,0.5653405475450716
etcn0,1,3,AM,10,0.4953383424740196,0.507039717275761,,,0.4991878971520489
etcn0,1,3,AM,11,0.541345320303559,0.5462279763065762,,,0.5441891873117775
etcn0,1,3,AM,12,0.5808569937271879,0.589095999524208,,,0.5846421503247797
etcn0,1,3,PM,1,0.5595151628935643,0.5628535711200939,,,0.5601948928717463
etcn0,1,3,PM,2,0.4910501907540085,0.4876019711811275,,,0.4891438919744872
etcn0,1,3,PM,3,0.622657298419535,0.6174469186792728,,,0.6191672642831135
etcn0,1,3,PM,4,0.5686620129322892,0.5739575930599056,,,0.5666084655330907
etcn0,1,3,PM,5,0.5595339182523653,0.5487763974375025,,,0.5552141612371787
etcn0,1,3,PM,6,0.5500265784188798,0.5514587186632216,,,0.5491169594043099
etcn0,1,3,PM,7,0.5600505498145059,0.5602907520942381,,,0.559359919538551
etcn0,1,3,PM,8,0.5328396427687268,0.5344170738476812,,,0.5335068879696266
etcn0,1,3,PM,9,0.535601323845984,0.5336190586576239,,,0.5292342254105097
etcn0,1,3,PM,10,0.5008337051526961,0.5057694694213944,,,0.5005844315444175
etcn0,1,3,PM,11,0.4951158618002667,0.5076161152422234,,,0.4940282797646902
etcn0,1,3,PM,12,0.599001317928108,0.5829769439036173,,,0.5978924293633818
etcn0,1,4,AM,1,0.5635802944494877,0.5334151265421249,,,0.5604299894978811
etcn0,1,4,AM,2,0.5211909803101393,0.5106059614208728,,,0.5212371228627986
etcn0,1,4,AM,3,0.5402792255336933,0.5198584102182712,,,0.5352793520318658
etcn0,1,4,AM,4,0.5177079666672693,0.4987138412697436,,,0.5153292092489665
etcn0,1,4,AM,5,0.6123305431711641,0.5895217478935865,,,0.6106310351941728
etcn0,1,4,AM,6,0.5749127171564367,0.550201748505425,,,0.5728161041367139
etcn0,1,4,AM,7,0.5258929203273431,0.5050134071551875,,,0.5260996847671738
etcn0,1,4,AM,8,0.5848093449513916,0.5800985592581349,,,0.5862230150690582
etcn0,1,4,AM,9,0.5659326396804583,0.5559207675256574,,,0.5668580157879455
etcn0,1,4,AM,10,0.6214495854978209,0.607003527556616,,,0.6212011187540065
etcn0,1,4,AM,11,0.5508514793514239,0.5286491966427652,,,0.5514243602080539
etcn0,1,4,AM,12,0.6164208075675961,0.5983713523551953,,,0.6131880743644408
etcn0,1,4,PM,1,0.5210823704852247,0.5232387800332251,,,0.5169907834849711
etcn0,1,4,PM,2,0.5614544464504302,0.5551932358043821,,,0.5647745324494673
etcn0,1,4,PM,3,0.5658470498645991,0.5723138729715764,,,0.5654554923156911
etcn0,1,4,PM,4,0.5761026575666527,0.5606480069402372,,,0.5799973672349824
etcn0,1,4,PM,5,0.6216449123234149,0.6083777471939489,,,0.6168585917472338
etcn0,1,4,PM,6,0.4680187346807446,0.4735101293751756,,,0.4675460651565364
etcn0,1,4,PM,7,0.5464773091855505,0.570551954891596,,,0.55292725965956
etcn0,1,4,PM,8,0.4626389003748635,0.4604698001537317,,,0.4672271932769455
etcn0,1,4,PM,9,0.4713544189722532,0.4897397854557364,,,0.4763499108655832
etcn0,1,4,PM,10,0.4571934032632967,0.4690308197130111,,,0.4620069006942698
etcn0,1,4,PM,11,0.5637898127387148,0.5567556662953856,,,0.5672842377414946
etcn0,1,4,PM,12,0.4561592356407466,0.4781938160000254,,,0.4602510088922532
etcn0,1,5,AM,1,0.5953453519113895,0.5846473336978573,,,0.5969278468046728
etcn0,1,5,AM,2,0.5443953692562478,0.5477580526165116,,,0.5445608032449546
etcn0,1,5,AM,3,0.5513619818572414,0.5227324506929859,,,0.549550644987381
etcn0,1,5,AM,4,0.5802929360419722,0.5861908455909391,,,0.5795066527775187
etcn0,1,5,AM,5,0.6030423176022769,0.6032567298286975,,,0.6016330460363237
etcn0,1,5,AM,6,0.5784595131672619,0.5847362898778751,,,0.5781193080055972
etcn0,1,5,AM,7,0.5826208357117397,0.5763973485610845,,,0.582590411107063
etcn0,1,5,AM,8,0.6036258353773609,0.5870262560333354,,,0.6043728941828076
etcn0,1,5,AM,9,0.6058343981947603,0.5880251384458501,,,0.6063621834716789
etcn0,1,5,AM,10,0.5626894586233723,0.5549426778042942,,,0.5624271861868739
etcn0,1,5,AM,11,0.6337198305441495,0.6253730928776332,,,0.6359842976150553
etcn0,1,5,AM,12,0.5367640960850745,0.5592799664400262,,,0.5364506312377534
etcn0,1,5,PM,1,0.6063652776996525,0.6052828287201358,,,0.6060292832436099
etcn0,1,5,PM,2,0.6258699606163343,0.6098551043323299,,,0.6269280670930946
etcn0,1,5,PM,3,0.5851780167375651,0.5620802464637675,,,0.5836046184802333
etcn0,1,5,PM,4,0.6003929822692314,0.5891255168883245,,,0.6004319161186625
etcn0,1,5,PM,5,0.5802165046488631,0.6135684241997595,,,0.5818352931224734
etcn0,1,5,PM,6,0.5139683737584699,0.5040660618414011,,,0.5121835045540287
etcn0,1,5,PM,7,0.5583281165036966,0.5472643805741852,,,0.5552630926465866
etcn0,1,5,PM,8,0.5619443086345408,0.5593218202323569,,,0.5615371291362564
etcn0,1,5,PM,9,0.6646237937778963,0.6428364310609669,,,0.6617089057957034
etcn0,1,5,PM,10,0.6179426677931399,0.5944959317718299,,,0.6138185597341167
etcn0,1,5,PM,11,0.581291873332895,0.5514767354122626,,,0.5790346310947899
etcn0,1,5,PM,12,0.6161497462485105,0.5851855178281906,,,0.6113317731781513
etcn1,1,1,AM,1,0.5714698700771302,0.604151881811427,0.2416525552307504,0.3617227737641786,0.5484133299171705
etcn1,1,1,AM,2,0.5022503140782734,0.559921633552162,0.2730247320529819,0.3368051327837901,0.54464579328934
etcn1,1,1,AM,3,0.5601127833927994,0.5633366198594709,0.3821357803868931,0.4658232065835707,0.532768892571821
etcn1,1,1,AM,4,0.4706214869117648,0.5079101424301217,0.18204219897170174,0.3270047643790995,0.4760355266945999
etcn1,1,1,AM,5,0.5119963412778491,0.5392728616596256,0.21471181978697315,0.3668098618383997,0.511055786800118
etcn1,1,1,AM,6,0.4811182033443801,0.5095087751854008,0.18602988825748693,0.3320657230119706,0.4637675952297607
etcn1,1,1,AM,7,0.5289091134431727,0.5466668906281016,0.1884133993117307,0.4303170446398864,0.5307867635138607
etcn1,1,1,AM,8,0.4793319019867824,0.5027003032412125,0.17258103678903175,0.3720032694696749,0.4614479317386333
etcn1,1,1,AM,9,0.550650178784294,0.5733130559457242,0.3417692831661914,0.5013271616265796,0.5526953839945663
etcn1,1,1,AM,10,0.5439135882604181,0.5835003968297907,0.29435629580598305,0.35576061751115684,0.5860083069542636
etcn1,1,1,AM,11,0.6014794738489293,0.6095017085026757,0.2578376891132453,0.41138739202215396,0.5603943660110136
etcn1,1,1,AM,12,0.534224117827949,0.5737226836632296,0.21730865540415945,0.4134261556829077,0.5427095802245843
etcn1,1,1,PM,1,0.4666244637471487,0.5203648371929427,0.13726177634131828,0.4211005101042195,0.5133657974300239
etcn1,1,1,PM,2,0.4910639699175949,0.5544473133126995,0.13833886180109126,0.4468289845396072,0.5387397314033483
etcn1,1,1,PM,3,0.4629639953856517,0.444648083487247,0.3431345504808093,0.3890442212583856,0.4446685238958341
etcn1,1,1,PM,4,0.540840274352809,0.5842584021535054,0.2113590442374695,0.3892106396250604,0.5611241446566938
etcn1,1,1,PM,5,0.4975283718690659,0.5452725099229707,0.09140656032257262,0.4188832715500468,0.4793222884812256
etcn1,1,1,PM,6,0.5692631504115022,0.5941220002939108,0.2054067710194951,0.4308854264014871,0.5672546108733266
etcn1,1,1,PM,7,0.5258027816950768,0.5405506693107021,0.17642299407997986,0.36923517293256186,0.4956931709696756
etcn1,1,1,PM,8,0.4691397576057391,0.517628357587779,0.1549336863460145,0.3737788420184929,0.4791873582906696
etcn1,1,1,PM,9,0.5695057760067621,0.5663337139163909,0.3131461876399533,0.4803282613669596,0.5249047541574142
etcn1,1,1,PM,10,0.4574247641661686,0.4805783236287299,0.19092755788221466,0.32229236319735,0.468086452512516
etcn1,1,1,PM,11,0.4117125099018076,0.4802487500357611,0.1325346822005377,0.3664931990599523,0.4601996368532846
etcn1,1,1,PM,12,0.4939383265028287,0.5333577138475779,0.21086329517362792,0.3861762353951313,0.5223873509345319
etcn1,1,2,AM,1,0.6032663710823657,0.6081710130857279,0.4399216473515989,0.4677407832085011,0.5764560632874773
etcn1,1,2,AM,2,0.5091715338864912,0.504954633624525,0.3404123452531209,0.4305573106925107,0.5011463876137153
etcn1,1,2,AM,3,0.5219128304496762,0.5397293535096579,0.3426715793674258,0.4278448224768207,0.5145240583024191
etcn1,1,2,AM,4,0.4782790403118555,0.4963739781901212,0.3447747407986764,0.4619336277040895,0.4924472522729636
etcn1,1,2,AM,5,0.5326548314378934,0.5328610254098657,0.3557330894072238,0.44763358430242617,0.5069128221871128
etcn1,1,2,AM,6,0.4901476090120277,0.4815752509152481,0.3854588147211388,0.3982148410577045,0.4747256736686611
etcn1,1,2,AM,7,0.5538960816278417,0.5533823697833332,0.2981971137330807,0.4433532410013956,0.5018312272110198
etcn1,1,2,AM,8,0.4828901917193661,0.4747448011107378,0.3377278384257512,0.3928479318496211,0.4504397026072102
etcn1,1,2,AM,9,0.5678748458773901,0.574010478046641,0.3625231339099553,0.4746066543554094,0.5581656754204638
etcn1,1,2,AM,10,0.5891386071730057,0.5734623016930965,0.4348402950973996,0.4660044095247358,0.5474748031354829
etcn1,1,2,AM,11,0.5319334407133838,0.5397283746918753,0.39662608744906974,0.4553239197110373,0.5228589838567629
etcn1,1,2,AM,12,0.4833927509751638,0.4710000080070146,0.4249759199285204,0.3818391419101079,0.4586410111802098
etcn1,1,2,PM,1,0.5454088830984474,0.5139426848112614,0.4337278240982221,0.3885447163107837,0.4679108040096019
etcn1,1,2,PM,2,0.5086613708327544,0.517411389608026,0.4401039096965928,0.4396755819169005,0.5243564870985701
etcn1,1,2,PM,3,0.5579394892033115,0.5473711794906817,0.3971946173259831,0.4035976285588986,0.5127501390875784
etcn1,1,2,PM,4,0.5201768458780416,0.5070019435870339,0.4551269704816456,0.3628770013757027,0.4943732862171994
etcn1,1,2,PM,5,0.5915631565759787,0.5979364629773356,0.4637886005129698,0.4768801103845271,0.5819377415305169
etcn1,1,2,PM,6,0.5215312348585662,0.5147008717026087,0.4918568252526953,0.4106534962497952,0.5030045579955522
etcn1,1,2,PM,7,0.5319879348824597,0.5439926306630322,0.3624997678481437,0.4962967522948614,0.5329736648235607
etcn1,1,2,PM,8,0.5298724118276976,0.4995598574502377,0.40370071953287145,0.3742003762048654,0.4618290685595586
etcn1,1,2,PM,9,0.5291012781384543,0.5336050414834403,0.35972669786868144,0.4575319975432425,0.4981443798235963
etcn1,1,2,PM,10,0.5130286057384978,0.5017582280431887,0.44064642885558375,0.4058484010430257,0.4980610149384326
etcn1,1,2,PM,11,0.5787254685271671,0.5541666441461542,0.4038413453847035,0.455958607570614,0.5269825710459393
etcn1,1,2,PM,12,0.4960344125792333,0.4851473572353677,0.4100373170494537,0.4005630525727665,0.4871228643900027
etcn1,1,3,AM,1,0.6279599441385861,0.6107766374580347,0.5550414502518474,0.4269338760022217,0.5952531839808342
etcn1,1,3,AM,2,0.4075023205644593,0.4068996548223651,0.3861130107772944,0.3637171134998257,0.4039266032688967
etcn1,1,3,AM,3,0.5599086731574328,0.545261317884444,0.5014477392244429,0.4025426969510292,0.5414797605922332
etcn1,1,3,AM,4,0.4918724548688278,0.4574933521964304,0.5056178170747929,0.3473036413253384,0.4682139293063521
etcn1,1,3,AM,5,0.4959819743962374,0.4931685621529124,0.3971864191981457,0.4386077534766622,0.4931525173200706
etcn1,1,3,AM,6,0.4143885285431453,0.4271116042856196,0.3876148819159145,0.3795588433094863,0.4337914947470355
etcn1,1,3,AM,7,0.5202229761021535,0.5089011704627461,0.489827481418245,0.4306292294167686,0.5008401652604876
etcn1,1,3,AM,8,0.4591189570975299,0.4562647205160881,0.4004332933231744,0.3826436511556444,0.4531831248715116
etcn1,1,3,AM,9,0.5176839083762441,0.5323005767183637,0.4403243177773101,0.4438263687120999,0.5269033425134781
etcn1,1,3,AM,10,0.4220104396605708,0.4340565475029365,0.357395225430538,0.4120589122888642,0.434837223598724
etcn1,1,3,AM,11,0.5366917780349187,0.5344515169538028,0.4152660728076821,0.4261592010817081,0.5226712622529927
etcn1,1,3,AM,12,0.43302709708992826,0.4151549568992253,0.4035578694593298,0.3455754198987794,0.4154156338604793
etcn1,1,3,PM,1,0.5934989770022346,0.5711366705365631,0.6292024663726751,0.4783779513529152,0.5659091035342717
etcn1,1,3,PM,2,0.5927264697321675,0.5950940908548571,0.5875931711964556,0.5076450067307859,0.5877745405727436
etcn1,1,3,PM,3,0.6266115574276564,0.6172818272936743,0.5970785660739389,0.5562131626536383,0.6096177862619524
etcn1,1,3,PM,4,0.551022961050889,0.5187727101260111,0.6320501763922507,0.4321661880124286,0.5148979575140249
etcn1,1,3,PM,5,0.6014353852175175,0.5830773717730799,0.5948000936902048,0.4779461589496157,0.5758585009159325
etcn1,1,3,PM,6,0.6014816228436901,0.5805570284422689,0.6287329047836508,0.4355730621170156,0.5779327076482039
etcn1,1,3,PM,7,0.5557858020575858,0.5384982382573689,0.7060371152271093,0.4509822911934275,0.5432707599515891
etcn1,1,3,PM,8,0.5139155879401871,0.4977182215389832,0.5610429849461742,0.4465561412318634,0.4900269004250247
etcn1,1,3,PM,9,0.54301415634204,0.5052021067883774,0.665815038132453,0.4389956763169138,0.5065110203127502
etcn1,1,3,PM,10,0.6327234109618783,0.5872949143454337,0.7334944674946289,0.4549563083183053,0.5767302056977839
etcn1,1,3,PM,11,0.5748002399554737,0.5306781866422479,0.6918469625691435,0.4157977904659044,0.5161431766849431
etcn1,1,3,PM,12,0.6794375877689742,0.6730597087848961,0.632458624090619,0.5769178370540261,0.6646834775772476
etcn1,1,4,AM,1,0.5535778337291458,0.5245616202893718,0.5467130382622101,0.36163305204108903,0.5261855378200749
etcn1,1,4,AM,2,0.4883771808886177,0.4723908423471501,0.4544168331888072,0.3904116618199161,0.4584336155568889
etcn1,1,4,AM,3,0.593470180097348,0.6011187696007555,0.5500201950957292,0.4508079706966989,0.5871615634470633
etcn1,1,4,AM,4,0.5347622939753105,0.5390022943701464,0.4600286150934051,0.4760226783240694,0.5390900866004428
etcn1,1,4,AM,5,0.5393033109729132,0.5312651541371938,0.43903296058069136,0.4146693478334029,0.5124110792023882
etcn1,1,4,AM,6,0.5392789966212721,0.5365736465368913,0.4646342945448879,0.4693528432370788,0.529758513137399
etcn1,1,4,AM,7,0.4778622068654591,0.4762002072895799,0.3810247345741072,0.4035354466641614,0.4623360017218226
etcn1,1,4,AM,8,0.6105561727778165,0.5933984278058284,0.5534937446167286,0.4811718064152488,0.5823445804519869
etcn1,1,4,AM,9,0.5244157260752387,0.5273928014720287,0.44469407817771295,0.4552984950304017,0.5249225760166574
etcn1,1,4,AM,10,0.468804585663181,0.4807031708427116,0.34627261851335595,0.4652373555313843,0.4686616377919234
etcn1,1,4,AM,11,0.5673464468547261,0.5458638643447119,0.4974251123062473,0.3782464085844109,0.5297593662534835
etcn1,1,4,AM,12,0.5356939675460286,0.5322511320233595,0.5009886024360616,0.4728457366322308,0.5282206389704639
etcn1,1,4,PM,1,0.5322680092566481,0.5289574316528359,0.28571497615604385,0.4402036862275219,0.4835029463998848
etcn1,1,4,PM,2,0.5057174081614639,0.4779343058074401,0.4710879661612514,0.3506955696926016,0.4713615104325767
etcn1,1,4,PM,3,0.5038993187937281,0.4839360031337064,0.3707844311339785,0.3955485522483547,0.4637330989116208
etcn1,1,4,PM,4,0.4593831343960343,0.4533321831521859,0.3628294334968777,0.4072418950460327,0.4374323741369361
etcn1,1,4,PM,5,0.5078908475644406,0.5093925134780004,0.3341606355251863,0.4238133962393986,0.4801593474646478
etcn1,1,4,PM,6,0.491196336836605,0.4792435342527344,0.4153066390521492,0.4479048638447735,0.4787151730035691
etcn1,1,4,PM,7,0.5565906520434577,0.5305713247177488,0.42833077538927977,0.41528042850865227,0.4923878367604754
etcn1,1,4,PM,8,0.4311878281980582,0.4167609337938149,0.4063730823949202,0.3741250102403691,0.4222189559150539
etcn1,1,4,PM,9,0.4822911888731264,0.4859965190789554,0.36475926340849735,0.43268920004879,0.4729776310455394
etcn1,1,4,PM,10,0.3847954623330225,0.3914366281958978,0.29894679687475906,0.4295350554836435,0.3777308131342101
etcn1,1,4,PM,11,0.5639162166373995,0.5363710157725041,0.452243524856326,0.4338363692179972,0.5065114916646732
etcn1,1,4,PM,12,0.44855006699791744,0.4386907138484713,0.4060349724766392,0.3792036626605284,0.4335110950851648
etcn1,1,5,AM,1,0.5867235350833266,0.5815613617204011,0.502547725662121,0.4632930554968997,0.5737366089846228
etcn1,1,5,AM,2,0.5192657443219695,0.505249311571548,0.4820243758894358,0.4018161751418796,0.5132853382247221
etcn1,1,5,AM,3,0.5700975739119786,0.5720683926864008,0.4604886118127992,0.453989220801114,0.55102825176181
etcn1,1,5,AM,4,0.4810046154933644,0.4727657029330636,0.3889544256742297,0.3815342381168649,0.4559960298469016
etcn1,1,5,AM,5,0.4610459919848028,0.4812059270843589,0.4142055493848755,0.4266918856043348,0.467447837964643
etcn1,1,5,AM,6,0.5058413898836718,0.4967997804477568,0.4656810324843236,0.3989128686618508,0.4916803053969177
etcn1,1,5,AM,7,0.5689144742483675,0.5782384533036279,0.4722787729025116,0.523728257946663,0.570001850197606
etcn1,1,5,AM,8,0.5176351143616017,0.5123878061989423,0.4502478395988925,0.4295949909372225,0.4915036270374867
etcn1,1,5,AM,9,0.5599985130670231,0.5476185431779499,0.4994730800731835,0.3707729132832133,0.5229710242425223
etcn1,1,5,AM,10,0.4813107906933254,0.4843184120422736,0.4163187332534853,0.4306109490333655,0.4726083401311865
etcn1,1,5,AM,11,0.5390761441418213,0.5271702726001062,0.4957907401379292,0.4349721639048385,0.5171675750909264
etcn1,1,5,AM,12,0.4464536943345101,0.4528511172752747,0.3731401965237277,0.3778712145297146,0.4422756247497709
etcn1,1,5,PM,1,0.5426233679404638,0.5281235225699596,0.44382599024978014,0.4502107885741813,0.5131691025550952
etcn1,1,5,PM,2,0.505228463981227,0.4862898235670982,0.4889792299301993,0.42232443330634817,0.4906087428737584
etcn1,1,5,PM,3,0.6388285990542598,0.6333954223885746,0.5677025215362181,0.4854847430509252,0.6464103176780974
etcn1,1,5,PM,4,0.6140006119120174,0.6166888993426911,0.540456124787771,0.4978377863243932,0.6083391089652479
etcn1,1,5,PM,5,0.6096800364079403,0.5784666020799007,0.5437098667550837,0.3987027721885963,0.5600340627159925
etcn1,1,5,PM,6,0.4969693886580786,0.4970528247704942,0.4142861698992972,0.44404236015377385,0.4984596337882571
etcn1,1,5,PM,7,0.5559329385040431,0.5522918737890319,0.4334847760028952,0.4379645350433981,0.5349421521401498
etcn1,1,5,PM,8,0.5176159830005211,0.4986272941649539,0.4602144923225829,0.3958849284374365,0.5022082759373513
etcn1,1,5,PM,9,0.6020596863791209,0.5765271751418852,0.5085251648092877,0.4235668707284178,0.5558383525791135
etcn1,1,5,PM,10,0.5008247632803113,0.495538219922201,0.3595234692208861,0.4553677872749763,0.4822390754085816
etcn1,1,5,PM,11,0.5671674519319833,0.5535625945497887,0.44728853142147695,0.4421840778258267,0.5307239713856553
etcn1,1,5,PM,12,0.4894752935954692,0.4752316006859537,0.418621420599241,0.4209232188438268,0.4555019838913924
etcn2,1,1,AM,1,0.6662605013023291,0.6868906166439218,0.6866775170020508,0.14154728882412698,0.6662594314901746
etcn2,1,1,AM,2,0.6609620188940389,0.6472549227266395,0.6467602966253171,0.16148155426212055,0.6609434155357758
etcn2,1,1,AM,3,0.6736139023000762,0.6595734442934514,0.6586031162286876,0.1785759894345526,0.6739707983096306
etcn2,1,1,AM,4,0.6329849576302139,0.6319938055662341,0.6363831902296508,0.12374389567111625,0.63298443975807
etcn2,1,1,AM,5,0.6524653585465826,0.6768474746232066,0.6783820750019315,0.12564126726825894,0.6524630760914893
etcn2,1,1,AM,6,0.6270353029597204,0.6312068648132173,0.6296906302203488,0.11727794581070225,0.6270277022113555
etcn2,1,1,AM,7,0.7096554215553249,0.7118725174302621,0.7092719417827027,0.11146502543452673,0.7096469406669791
etcn2,1,1,AM,8,0.6371665548233351,0.6092459472317387,0.6063567268423711,0.13054214597061226,0.6371967408507446
etcn2,1,1,AM,9,0.6796991539901045,0.6810860907976811,0.6785458607757147,0.139027032706629,0.6800559978311688
etcn2,1,1,AM,10,0.6388947976905558,0.6124069892858683,0.6097067037470123,0.1346188453961756,0.6388947976905558
etcn2,1,1,AM,11,0.6457332304370651,0.6292632313435738,0.6291676031320914,0.1650930401264878,0.6457332304370651
etcn2,1,1,AM,12,0.6097771576054398,0.6106021933924867,0.6080544292014265,0.14689418476820235,0.6098759004618775
etcn2,1,1,PM,1,0.63143229418138,0.6036374086822354,0.602500176762924,0.09212112817247048,0.631431214713418
etcn2,1,1,PM,2,0.6545559666558229,0.6560601245102176,0.6535804227297572,0.06752598288468174,0.6545559666558229
etcn2,1,1,PM,3,0.5903148845824772,0.5554821850466839,0.5541594338709378,0.15888771845261526,0.5903178953452051
etcn2,1,1,PM,4,0.6412660700853674,0.5968471035610249,0.5967759866775552,0.1116469817832564,0.6412651737962246
etcn2,1,1,PM,5,0.6481606152372825,0.6420249889274564,0.6455774245987126,0.0971183672750221,0.6481606152372825
etcn2,1,1,PM,6,0.6325271993322036,0.6097676291633384,0.6078147697180146,0.09931849555827682,0.6325271993322036
etcn2,1,1,PM,7,0.6210621794798556,0.5894096288590608,0.589670001329599,0.1406490055714946,0.6210621794798556
etcn2,1,1,PM,8,0.6153877316489769,0.5850481451208933,0.5854031039843997,0.09382130911750997,0.6153877316489769
etcn2,1,1,PM,9,0.6139876207970133,0.6078714718420158,0.6077300526310185,0.09565629632880852,0.6139815815741239
etcn2,1,1,PM,10,0.6185510947891839,0.5803963434449628,0.5783930942276284,0.08843017825912786,0.6185510947891839
etcn2,1,1,PM,11,0.6233693784994205,0.5781582891998341,0.5769357212347324,0.136024203463318,0.6233693784994205
etcn2,1,1,PM,12,0.6578048853083663,0.6148671872388269,0.6121776637852261,0.12258852619114365,0.6578048853083663
etcn2,1,2,AM,1,0.5605086863259169,0.5801759509131496,0.5761989483881008,0.2406749985857813,0.5606346956097487
etcn2,1,2,AM,2,0.6243235067184129,0.5841769053016593,0.582157772045191,0.115792582583142,0.6243185096238456
etcn2,1,2,AM,3,0.5829986729305451,0.6005315779789029,0.5973274892679832,0.1230462294792288,0.5832339763423453
etcn2,1,2,AM,4,0.6496244532193289,0.6387389839292279,0.6383010356104682,0.17823364655079196,0.6497406068691469
etcn2,1,2,AM,5,0.5973230469839185,0.5779416046885647,0.5787355918978617,0.1476449983210258,0.5975027607590274
etcn2,1,2,AM,6,0.6282838500409317,0.6326899463258515,0.6335912201424532,0.16177730317088193,0.628348464264006
etcn2,1,2,AM,7,0.5734480275823288,0.5979585274565234,0.5978518591859077,0.09238379271663727,0.5735316117343309
etcn2,1,2,AM,8,0.5827956830797228,0.5821352582152943,0.5764344101554337,0.2101344494885249,0.5829766396190469
etcn2,1,2,AM,9,0.6129298116051249,0.6308269300973559,0.6303844996973094,0.08449829496622809,0.6129548405423481
etcn2,1,2,AM,10,0.6072237730955663,0.5873632949645126,0.5830284767116993,0.2298516553672739,0.6081821613829431
etcn2,1,2,AM,11,0.5777164276653399,0.5647758073954393,0.5632148269128087,0.16505222373841494,0.5780641659090477
etcn2,1,2,AM,12,0.5767626968577223,0.5301430790439298,0.5268048753141065,0.26435825876318025,0.5767426868663116
etcn2,1,2,PM,1,0.5971159940924776,0.5833732767413349,0.5827246216761262,0.25670141434797483,0.5973411084483479
etcn2,1,2,PM,2,0.5801245185693871,0.566587960028184,0.5649975445348,0.2459767905774213,0.5803497498544896
etcn2,1,2,PM,3,0.5723857979032604,0.57835092172349,0.5749347395241456,0.2244091375478899,0.5725104985124512
etcn2,1,2,PM,4,0.5628682709228069,0.5249693285808339,0.5213135933683074,0.29793311483447826,0.562905945361526
etcn2,1,2,PM,5,0.5875431217823637,0.6069053797191984,0.6023677754408736,0.2281733672010221,0.5882732265204418
