model,sb,day,time,trial,acc
etcn2,1,5,AM,12,0.4876339653751031
etcn2,1,5,PM,1,0.4766982622432859
etcn2,1,5,PM,2,0.4006805614632071
etcn2,1,5,PM,3,0.4805982215036378
etcn2,1,5,PM,4,0.4611833822912295
etcn2,1,5,PM,5,0.478790259230165
etcn2,1,5,PM,6,0.481420313790256
etcn2,1,5,PM,7,0.5034040849018823
etcn2,1,5,PM,8,0.4825726141078838
etcn2,1,5,PM,9,0.5295049504950495
etcn2,1,5,PM,10,0.4696472518457752
etcn2,1,5,PM,11,0.5275875956504229
etcn2,1,5,PM,12,0.4518046709129512
etcn3,1,1,AM,1,0.7494117647058823
etcn3,1,1,AM,2,0.6976160602258469
etcn3,1,1,AM,3,0.7280701754385965
etcn3,1,1,AM,4,0.7335827098919369
etcn3,1,1,AM,5,0.7349541650059784
etcn3,1,1,AM,6,0.6234096692111959
etcn3,1,1,AM,7,0.740392477514309
etcn3,1,1,AM,8,0.7107822410147991
etcn3,1,1,AM,9,0.7616707616707616
etcn3,1,1,AM,10,0.7406045751633987
etcn3,1,1,AM,11,0.7434765154556403
etcn3,1,1,AM,12,0.641517298874531
etcn3,1,1,PM,1,0.7875343002744022
etcn3,1,1,PM,2,0.6796319531576747
etcn3,1,1,PM,3,0.791796875
etcn3,1,1,PM,4,0.7087980173482032
etcn3,1,1,PM,5,0.7760063770426465
etcn3,1,1,PM,6,0.6201804757998359
etcn3,1,1,PM,7,0.7574790586358197
etcn3,1,1,PM,8,0.7608695652173914
etcn3,1,1,PM,9,0.7385412514946194
etcn3,1,1,PM,10,0.7383673469387755
etcn3,1,1,PM,11,0.7931034482758621
etcn3,1,1,PM,12,0.6183431952662722
etcn3,1,2,AM,1,0.6735688185140073
etcn3,1,2,AM,2,0.6384133611691023
etcn3,1,2,AM,3,0.7031816351188079
etcn3,1,2,AM,4,0.61210111893908
etcn3,1,2,AM,5,0.6590816741162129
etcn3,1,2,AM,6,0.6217788861180382
etcn3,1,2,AM,7,0.6922770700636943
etcn3,1,2,AM,8,0.6348221670802316
etcn3,1,2,AM,9,0.6679952172180151
etcn3,1,2,AM,10,0.5498938428874734
etcn3,1,2,AM,11,0.6679968076616122
etcn3,1,2,AM,12,0.5618301731244848
etcn3,1,2,PM,1,0.5728155339805825
etcn3,1,2,PM,2,0.474188176519567
etcn3,1,2,PM,3,0.6010488100040339
etcn3,1,2,PM,4,0.5952873088052915
etcn3,1,2,PM,5,0.6302040816326531
etcn3,1,2,PM,6,0.5375527426160338
etcn3,1,2,PM,7,0.6043720531504501
etcn3,1,2,PM,8,0.6185778873818332
etcn3,1,2,PM,9,0.6307070707070707
etcn3,1,2,PM,10,0.6041067761806982
etcn3,1,2,PM,11,0.6755045508508113
etcn3,1,2,PM,12,0.6388429752066116
etcn3,1,3,AM,1,0.6158285243198681
etcn3,1,3,AM,2,0.5635799734160389
etcn3,1,3,AM,3,0.6208119826566811
etcn3,1,3,AM,4,0.5311958405545927
etcn3,1,3,AM,5,0.6638280616382806
etcn3,1,3,AM,6,0.6021867115222876
etcn3,1,3,AM,7,0.6018860188601886
etcn3,1,3,AM,8,0.6353092783505154
etcn3,1,3,AM,9,0.6670812603648425
etcn3,1,3,AM,10,0.6294302377747869
etcn3,1,3,AM,11,0.6425963488843813
etcn3,1,3,AM,12,0.5900862068965518
etcn3,1,3,PM,1,0.3888422818791946
etcn3,1,3,PM,2,0.40420962199312716
etcn3,1,3,PM,3,0.4282744282744283
etcn3,1,3,PM,4,0.3862569355527102
etcn3,1,3,PM,5,0.3639330885352917
etcn3,1,3,PM,6,0.40522036799315364
etcn3,1,3,PM,7,0.380718954248366
etcn3,1,3,PM,8,0.40184951660361495
etcn3,1,3,PM,9,0.4006024096385542
etcn3,1,3,PM,10,0.347584437793929
etcn3,1,3,PM,11,0.36385936222403925
etcn3,1,3,PM,12,0.3882657463330457
etcn3,1,4,AM,1,0.6450287592440427
etcn3,1,4,AM,2,0.5946308724832214
etcn3,1,4,AM,3,0.5730290456431535
etcn3,1,4,AM,4,0.6306113723813596
etcn3,1,4,AM,5,0.715427657873701
etcn3,1,4,AM,6,0.6132359260850881
etcn3,1,4,AM,7,0.7037953795379538
etcn3,1,4,AM,8,0.6003423192126658
etcn3,1,4,AM,9,0.6987413723101908
etcn3,1,4,AM,10,0.6615711252653927
etcn3,1,4,AM,11,0.6593086214077468
etcn3,1,4,AM,12,0.5222129086336965
etcn3,1,4,PM,1,0.6932841932841933
etcn3,1,4,PM,2,0.5654008438818565
etcn3,1,4,PM,3,0.6718614718614718
etcn3,1,4,PM,4,0.6032271410839884
etcn3,1,4,PM,5,0.6902329382917859
etcn3,1,4,PM,6,0.5735174654752234
etcn3,1,4,PM,7,0.7087934560327198
etcn3,1,4,PM,8,0.5751445086705202
etcn3,1,4,PM,9,0.6845555100368701
etcn3,1,4,PM,10,0.5657387580299786
etcn3,1,4,PM,11,0.6470344255495645
etcn3,1,4,PM,12,0.5486875529212532
etcn3,1,5,AM,1,0.5302013422818792
etcn3,1,5,AM,2,0.46140724946695094
etcn3,1,5,AM,3,0.5280541185833665
etcn3,1,5,AM,4,0.45844044558697516
etcn3,1,5,AM,5,0.5683743444937475
etcn3,1,5,AM,6,0.45345858240819814
etcn3,1,5,AM,7,0.4944356120826709
etcn3,1,5,AM,8,0.43416666666666665
etcn3,1,5,AM,9,0.5682474226804124
etcn3,1,5,AM,10,0.47297297297297297
etcn3,1,5,AM,11,0.5268037081821846
etcn3,1,5,AM,12,0.4624896949711459
etcn3,1,5,PM,1,0.5312006319115324
etcn3,1,5,PM,2,0.45597618034878773
etcn3,1,5,PM,3,0.5743734842360549
etcn3,1,5,PM,4,0.53629878304658
etcn3,1,5,PM,5,0.5765907305577376
etcn3,1,5,PM,6,0.5454170107349298
etcn3,1,5,PM,7,0.5566680016019223
etcn3,1,5,PM,8,0.5464730290456431
etcn3,1,5,PM,9,0.5857425742574257
etcn3,1,5,PM,10,0.5213289581624282
etcn3,1,5,PM,11,0.6238421264599275
etcn3,1,5,PM,12,0.5290870488322718
