model,sb,day,time,trial,stability
etcn0,1,5,AM,10,0.7752429235318969
etcn0,1,5,AM,11,0.8120967741935484
etcn0,1,5,AM,12,0.7571134020618557
etcn0,1,5,PM,1,0.811932042670881
etcn0,1,5,PM,2,0.7659574468085106
etcn0,1,5,PM,3,0.8208653457339264
etcn0,1,5,PM,4,0.7867338371116709
etcn0,1,5,PM,5,0.8176817288801572
etcn0,1,5,PM,6,0.8075175547294506
etcn0,1,5,PM,7,0.8165064102564102
etcn0,1,5,PM,8,0.8036529680365296
etcn0,1,5,PM,9,0.8240887480190174
etcn0,1,5,PM,10,0.7931883463274518
etcn0,1,5,PM,11,0.8295729250604351
etcn0,1,5,PM,12,0.7676295666949873
etcn1,1,1,AM,1,0.8732836406433896
etcn1,1,1,AM,2,0.8794979079497908
etcn1,1,1,AM,3,0.8667730355005984
etcn1,1,1,AM,4,0.8810810810810811
etcn1,1,1,AM,5,0.8728070175438596
etcn1,1,1,AM,6,0.8252015273652948
etcn1,1,1,AM,7,0.8822085889570552
etcn1,1,1,AM,8,0.8633671742808798
etcn1,1,1,AM,9,0.8848832445718968
etcn1,1,1,AM,10,0.8888434818144667
etcn1,1,1,AM,11,0.8751004016064257
etcn1,1,1,AM,12,0.8356964136780649
etcn1,1,1,PM,1,0.8858823529411765
etcn1,1,1,PM,2,0.8560669456066945
etcn1,1,1,PM,3,0.8710433763188745
etcn1,1,1,PM,4,0.8396694214876033
etcn1,1,1,PM,5,0.8696172248803828
etcn1,1,1,PM,6,0.8145260566270004
etcn1,1,1,PM,7,0.8723064644852354
etcn1,1,1,PM,8,0.8716018402342116
etcn1,1,1,PM,9,0.8724082934609251
etcn1,1,1,PM,10,0.8738260514495713
etcn1,1,1,PM,11,0.8808664259927798
etcn1,1,1,PM,12,0.8215644820295983
etcn1,1,2,AM,1,0.8383428107229894
etcn1,1,2,AM,2,0.8220551378446115
etcn1,1,2,AM,3,0.8267526188557615
etcn1,1,2,AM,4,0.8146766169154229
etcn1,1,2,AM,5,0.8349593495934959
etcn1,1,2,AM,6,0.7962577962577962
etcn1,1,2,AM,7,0.8590203106332138
etcn1,1,2,AM,8,0.8245759205626809
etcn1,1,2,AM,9,0.8369218500797448
etcn1,1,2,AM,10,0.7875955819881053
etcn1,1,2,AM,11,0.859880239520958
etcn1,1,2,AM,12,0.8148453608247422
etcn1,1,2,PM,1,0.8413597733711048
etcn1,1,2,PM,2,0.7959183673469388
etcn1,1,2,PM,3,0.8410008071025021
etcn1,1,2,PM,4,0.8122415219189413
etcn1,1,2,PM,5,0.8358513679052675
etcn1,1,2,PM,6,0.8184888138455044
etcn1,1,2,PM,7,0.8237564322469983
etcn1,1,2,PM,8,0.8260690789473684
etcn1,1,2,PM,9,0.8286176232821342
etcn1,1,2,PM,10,0.8241577649958916
etcn1,1,2,PM,11,0.8412509897070467
etcn1,1,2,PM,12,0.8329888383629599
etcn1,1,3,AM,1,0.8321649484536082
etcn1,1,3,AM,2,0.7956560283687943
etcn1,1,3,AM,3,0.8245268138801262
etcn1,1,3,AM,4,0.8140442132639791
etcn1,1,3,AM,5,0.8600405679513184
etcn1,1,3,AM,6,0.8443416070677324
etcn1,1,3,AM,7,0.8322395406070551
etcn1,1,3,AM,8,0.8302535453373442
etcn1,1,3,AM,9,0.8233098299460805
etcn1,1,3,AM,10,0.8150807899461401
etcn1,1,3,AM,11,0.841314935064935
etcn1,1,3,AM,12,0.8068132815868909
etcn1,1,3,PM,1,0.8417960553923626
etcn1,1,3,PM,2,0.8165019338203696
etcn1,1,3,PM,3,0.8074043261231281
etcn1,1,3,PM,4,0.8236549957301451
etcn1,1,3,PM,5,0.8008163265306123
etcn1,1,3,PM,6,0.8167808219178082
etcn1,1,3,PM,7,0.8246832856559052
etcn1,1,3,PM,8,0.8406223717409588
etcn1,1,3,PM,9,0.8639690055962118
etcn1,1,3,PM,10,0.8336184773310522
etcn1,1,3,PM,11,0.8564417177914109
etcn1,1,3,PM,12,0.8463530427276651
etcn1,1,4,AM,1,0.8487464036169339
etcn1,1,4,AM,2,0.8290062667860341
etcn1,1,4,AM,3,0.8119551681195517
etcn1,1,4,AM,4,0.8417450812660394
etcn1,1,4,AM,5,0.8648540583766493
etcn1,1,4,AM,6,0.8508168529664659
etcn1,1,4,AM,7,0.8691704498555509
etcn1,1,4,AM,8,0.8244863013698629
etcn1,1,4,AM,9,0.8773354995938262
etcn1,1,4,AM,10,0.8364485981308412
etcn1,1,4,AM,11,0.865
etcn1,1,4,AM,12,0.8268343815513627
etcn1,1,4,PM,1,0.8766898811962309
etcn1,1,4,PM,2,0.8189109328830729
etcn1,1,4,PM,3,0.8497184928540493
etcn1,1,4,PM,4,0.8327814569536424
etcn1,1,4,PM,5,0.8511856091578087
etcn1,1,4,PM,6,0.8208045509955303
etcn1,1,4,PM,7,0.867430441898527
etcn1,1,4,PM,8,0.842213961173069
etcn1,1,4,PM,9,0.8512295081967213
etcn1,1,4,PM,10,0.8239074550128535
etcn1,1,4,PM,11,0.8352697095435685
etcn1,1,4,PM,12,0.8276154171961033
etcn1,1,5,AM,1,0.8422156945027277
etcn1,1,5,AM,2,0.822098976109215
etcn1,1,5,AM,3,0.8391719745222929
etcn1,1,5,AM,4,0.7976853836262323
etcn1,1,5,AM,5,0.8571428571428572
etcn1,1,5,AM,6,0.8099102947458351
etcn1,1,5,AM,7,0.8043737574552684
etcn1,1,5,AM,8,0.8003334722801168
etcn1,1,5,AM,9,0.8275577557755776
etcn1,1,5,AM,10,0.7997465145754119
etcn1,1,5,AM,11,0.8213709677419355
etcn1,1,5,AM,12,0.8082474226804124
etcn1,1,5,PM,1,0.8506519162386409
etcn1,1,5,PM,2,0.7825531914893618
etcn1,1,5,PM,3,0.8354225636878285
etcn1,1,5,PM,4,0.8131821998320738
etcn1,1,5,PM,5,0.8263261296660118
etcn1,1,5,PM,6,0.8335398595621644
etcn1,1,5,PM,7,0.8225160256410257
etcn1,1,5,PM,8,0.8190120381901204
etcn1,1,5,PM,9,0.8320126782884311
etcn1,1,5,PM,10,0.8243742306114075
etcn1,1,5,PM,11,0.8348106365834005
etcn1,1,5,PM,12,0.818606627017842
etcn2,1,1,AM,1,0.8026677128285602
etcn2,1,1,AM,2,0.7836820083682008
etcn2,1,1,AM,3,0.8025528520143598
etcn2,1,1,AM,4,0.827027027027027
etcn2,1,1,AM,5,0.8034290271132376
etcn2,1,1,AM,6,0.8239287229529062
etcn2,1,1,AM,7,0.8220858895705522
etcn2,1,1,AM,8,0.8181049069373942
etcn2,1,1,AM,9,0.8242523555919705
etcn2,1,1,AM,10,0.8103800572129138
etcn2,1,1,AM,11,0.8048192771084337
etcn2,1,1,AM,12,0.7877397831526272
etcn2,1,1,PM,1,0.7780392156862745
etcn2,1,1,PM,2,0.7594142259414226
etcn2,1,1,PM,3,0.7838999609222352
etcn2,1,1,PM,4,0.7347107438016529
etcn2,1,1,PM,5,0.7982456140350878
etcn2,1,1,PM,6,0.7201477226097661
etcn2,1,1,PM,7,0.7984836392657622
etcn2,1,1,PM,8,0.7473860309493936
etcn2,1,1,PM,9,0.8277511961722488
etcn2,1,1,PM,10,0.7439771335238873
etcn2,1,1,PM,11,0.7918170878459687
etcn2,1,1,PM,12,0.7374207188160676
etcn2,1,2,AM,1,0.7965069049553208
etcn2,1,2,AM,2,0.8011695906432749
etcn2,1,2,AM,3,0.7912973408541499
etcn2,1,2,AM,4,0.8026533996683249
etcn2,1,2,AM,5,0.8150406504065041
etcn2,1,2,AM,6,0.7754677754677755
etcn2,1,2,AM,7,0.8267622461170848
etcn2,1,2,AM,8,0.8183698800165494
etcn2,1,2,AM,9,0.8349282296650717
etcn2,1,2,AM,10,0.7689039932030586
etcn2,1,2,AM,11,0.8183632734530938
etcn2,1,2,AM,12,0.7661855670103093
etcn2,1,2,PM,1,0.7932011331444759
etcn2,1,2,PM,2,0.7667638483965015
etcn2,1,2,PM,3,0.7998385794995965
etcn2,1,2,PM,4,0.7841191066997518
etcn2,1,2,PM,5,0.7897100857492854
etcn2,1,2,PM,6,0.7889404812157028
etcn2,1,2,PM,7,0.7658662092624356
etcn2,1,2,PM,8,0.8092105263157895
etcn2,1,2,PM,9,0.8055780113177041
etcn2,1,2,PM,10,0.7871815940838127
etcn2,1,2,PM,11,0.8135391923990498
etcn2,1,2,PM,12,0.8003307151715585
etcn2,1,3,AM,1,0.7962886597938145
etcn2,1,3,AM,2,0.7916666666666666
etcn2,1,3,AM,3,0.8095425867507886
etcn2,1,3,AM,4,0.8144776766363242
etcn2,1,3,AM,5,0.8344827586206897
etcn2,1,3,AM,6,0.806899453092133
etcn2,1,3,AM,7,0.7981952420016407
etcn2,1,3,AM,8,0.8100558659217877
etcn2,1,3,AM,9,0.8179178763998342
etcn2,1,3,AM,10,0.8096947935368043
etcn2,1,3,AM,11,0.8060064935064934
etcn2,1,3,AM,12,0.7869771453212592
etcn2,1,3,PM,1,0.7901804448174571
etcn2,1,3,PM,2,0.7761065749892566
etcn2,1,3,PM,3,0.8061564059900166
etcn2,1,3,PM,4,0.8065755764304013
etcn2,1,3,PM,5,0.7722448979591836
etcn2,1,3,PM,6,0.7654109589041096
etcn2,1,3,PM,7,0.7960768287699224
etcn2,1,3,PM,8,0.7754415475189235
etcn2,1,3,PM,9,0.7946620749031426
etcn2,1,3,PM,10,0.7758768177929855
etcn2,1,3,PM,11,0.8053169734151329
etcn2,1,3,PM,12,0.7945619335347431
etcn2,1,4,AM,1,0.7883271681052199
etcn2,1,4,AM,2,0.8084153983885407
etcn2,1,4,AM,3,0.7916147779161478
etcn2,1,4,AM,4,0.8028229255774166
etcn2,1,4,AM,5,0.8228708516593363
etcn2,1,4,AM,6,0.8056749785038693
etcn2,1,4,AM,7,0.8118035493190259
etcn2,1,4,AM,8,0.783390410958904
etcn2,1,4,AM,9,0.8160032493907392
etcn2,1,4,AM,10,0.792268479184367
etcn2,1,4,AM,11,0.80875
etcn2,1,4,AM,12,0.770649895178197
etcn2,1,4,PM,1,0.8181073330602212
etcn2,1,4,PM,2,0.7750105529759392
etcn2,1,4,PM,3,0.8289302728453876
etcn2,1,4,PM,4,0.7822847682119205
etcn2,1,4,PM,5,0.7976287816843827
etcn2,1,4,PM,6,0.7968305566842747
etcn2,1,4,PM,7,0.8179214402618658
etcn2,1,4,PM,8,0.8042131350681536
etcn2,1,4,PM,9,0.8401639344262295
etcn2,1,4,PM,10,0.8204798628963154
etcn2,1,4,PM,11,0.8103734439834025
etcn2,1,4,PM,12,0.7920372723422279
etcn2,1,5,AM,1,0.8023499790180445
etcn2,1,5,AM,2,0.8033276450511946
etcn2,1,5,AM,3,0.8093152866242038
etcn2,1,5,AM,4,0.8041148735533648
etcn2,1,5,AM,5,0.7933817594834545
etcn2,1,5,AM,6,0.7851345578812473
etcn2,1,5,AM,7,0.7737574552683897
etcn2,1,5,AM,8,0.78782826177574
etcn2,1,5,AM,9,0.7941419141914191
etcn2,1,5,AM,10,0.7912970004224757
etcn2,1,5,AM,11,0.7705645161290322
etcn2,1,5,AM,12,0.788041237113402
etcn2,1,5,PM,1,0.8056104306598182
etcn2,1,5,PM,2,0.7808510638297872
etcn2,1,5,PM,3,0.7840679336837849
etcn2,1,5,PM,4,0.8043660789252729
etcn2,1,5,PM,5,0.7933202357563851
etcn2,1,5,PM,6,0.8038000826104915
etcn2,1,5,PM,7,0.8052884615384616
etcn2,1,5,PM,8,0.8206724782067247
etcn2,1,5,PM,9,0.8209191759112521
etcn2,1,5,PM,10,0.7997537956503898
etcn2,1,5,PM,11,0.8021756647864625
etcn2,1,5,PM,12,0.8041631265930331
etcn3,1,1,AM,1,0.8732836406433896
etcn3,1,1,AM,2,0.8548117154811715
etcn3,1,1,AM,3,0.8496210610291185
etcn3,1,1,AM,4,0.8681912681912682
etcn3,1,1,AM,5,0.8744019138755981
etcn3,1,1,AM,6,0.8167161646160374
etcn3,1,1,AM,7,0.8732106339468303
etcn3,1,1,AM,8,0.8582910321489001
etcn3,1,1,AM,9,0.8754608766898812
etcn3,1,1,AM,10,0.8618716796076829
etcn3,1,1,AM,11,0.851004016064257
etcn3,1,1,AM,12,0.8448707256046706
etcn3,1,1,PM,1,0.8796078431372549
etcn3,1,1,PM,2,0.8539748953974895
etcn3,1,1,PM,3,0.8780773739742087
etcn3,1,1,PM,4,0.8524793388429752
etcn3,1,1,PM,5,0.8775917065390749
etcn3,1,1,PM,6,0.8169881001231022
etcn3,1,1,PM,7,0.8487629688747007
etcn3,1,1,PM,8,0.8594730238393977
etcn3,1,1,PM,9,0.8500797448165869
etcn3,1,1,PM,10,0.8550428746427113
etcn3,1,1,PM,11,0.8648215002005616
etcn3,1,1,PM,12,0.812262156448203
etcn3,1,2,AM,1,0.8399675060926076
etcn3,1,2,AM,2,0.8253968253968254
etcn3,1,2,AM,3,0.8368251410153102
etcn3,1,2,AM,4,0.7980928689883914
etcn3,1,2,AM,5,0.832520325203252
etcn3,1,2,AM,6,0.7970893970893971
etcn3,1,2,AM,7,0.8407009159697332
etcn3,1,2,AM,8,0.8067852709971038
etcn3,1,2,AM,9,0.8317384370015949
etcn3,1,2,AM,10,0.77017841971113
etcn3,1,2,AM,11,0.8447105788423154
etcn3,1,2,AM,12,0.7983505154639176
etcn3,1,2,PM,1,0.8324564953460137
etcn3,1,2,PM,2,0.7796751353602666
etcn3,1,2,PM,3,0.83454398708636
etcn3,1,2,PM,4,0.7965260545905707
etcn3,1,2,PM,5,0.8370763576970192
etcn3,1,2,PM,6,0.8037146475306036
etcn3,1,2,PM,7,0.8293310463121784
etcn3,1,2,PM,8,0.8141447368421053
etcn3,1,2,PM,9,0.8326596604688763
etcn3,1,2,PM,10,0.8274445357436319
etcn3,1,2,PM,11,0.8598574821852731
etcn3,1,2,PM,12,0.8238941711451013
etcn3,1,3,AM,1,0.8239175257731959
etcn3,1,3,AM,2,0.7952127659574468
etcn3,1,3,AM,3,0.8194006309148265
etcn3,1,3,AM,4,0.7811009969657564
etcn3,1,3,AM,5,0.8373225152129817
etcn3,1,3,AM,6,0.8279343710559529
etcn3,1,3,AM,7,0.8129614438063987
etcn3,1,3,AM,8,0.8203695745595188
etcn3,1,3,AM,9,0.817917876399834
etcn3,1,3,AM,10,0.823608617594255
etcn3,1,3,AM,11,0.8368506493506493
etcn3,1,3,AM,12,0.8063820612332901
etcn3,1,3,PM,1,0.8690725975660931
etcn3,1,3,PM,2,0.8483025354533734
etcn3,1,3,PM,3,0.8248752079866888
etcn3,1,3,PM,4,0.8403074295473953
etcn3,1,3,PM,5,0.8171428571428572
etcn3,1,3,PM,6,0.84375
etcn3,1,3,PM,7,0.8459337964854925
etcn3,1,3,PM,8,0.8355761143818334
etcn3,1,3,PM,9,0.8966853207059836
etcn3,1,3,PM,10,0.8468776732249786
etcn3,1,3,PM,11,0.874437627811861
etcn3,1,3,PM,12,0.8545533016832111
etcn3,1,4,AM,1,0.8499794492396219
etcn3,1,4,AM,2,0.841987466427932
etcn3,1,4,AM,3,0.8248235782482358
etcn3,1,4,AM,4,0.8015397775876818
etcn3,1,4,AM,5,0.8644542183126749
etcn3,1,4,AM,6,0.822871883061049
etcn3,1,4,AM,7,0.8534874122988032
etcn3,1,4,AM,8,0.8279109589041096
etcn3,1,4,AM,9,0.8619008935824533
etcn3,1,4,AM,10,0.8309260832625318
etcn3,1,4,AM,11,0.86125
etcn3,1,4,AM,12,0.8238993710691824
etcn3,1,4,PM,1,0.8676771814829988
etcn3,1,4,PM,2,0.8083579569438581
etcn3,1,4,PM,3,0.8657427457773927
etcn3,1,4,PM,4,0.8274006622516556
etcn3,1,4,PM,5,0.848732624693377
etcn3,1,4,PM,6,0.8220235676554246
etcn3,1,4,PM,7,0.8469721767594108
etcn3,1,4,PM,8,0.8446922759190417
etcn3,1,4,PM,9,0.8430327868852459
etcn3,1,4,PM,10,0.8316195372750643
etcn3,1,4,PM,11,0.833195020746888
etcn3,1,4,PM,12,0.8259212198221093
etcn3,1,5,AM,1,0.8224926563155686
etcn3,1,5,AM,2,0.8272184300341296
etcn3,1,5,AM,3,0.8220541401273885
etcn3,1,5,AM,4,0.7895413630518646
etcn3,1,5,AM,5,0.8163841807909604
etcn3,1,5,AM,6,0.7778727039726613
etcn3,1,5,AM,7,0.7964214711729622
etcn3,1,5,AM,8,0.8090871196331805
etcn3,1,5,AM,9,0.8106435643564356
etcn3,1,5,AM,10,0.7934093789607097
etcn3,1,5,AM,11,0.8161290322580645
etcn3,1,5,AM,12,0.8045360824742268
etcn3,1,5,PM,1,0.8332674832082181
etcn3,1,5,PM,2,0.7914893617021277
etcn3,1,5,PM,3,0.829357056207036
etcn3,1,5,PM,4,0.811502938706969
etcn3,1,5,PM,5,0.8479371316306483
etcn3,1,5,PM,6,0.8384964890541099
etcn3,1,5,PM,7,0.8341346153846154
etcn3,1,5,PM,8,0.8161062681610627
etcn3,1,5,PM,9,0.8379556259904912
etcn3,1,5,PM,10,0.8334017234304473
etcn3,1,5,PM,11,0.8448831587429493
etcn3,1,5,PM,12,0.8203058623619371
